#proteinId	gotermId	goName	gotermType	goAcc
136048	10082	ATPase activity	molecular_function	GO:0016887
136048	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
136048	18132	ATPase activity, coupled	molecular_function	GO:0042623
136048	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
136048	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
136048	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
136054	9321	integral to membrane	cellular_component	GO:0016021
136055	2176	DNA binding	molecular_function	GO:0003677
136055	2372	DNA topoisomerase (ATP-hydrolyzing) activity	molecular_function	GO:0003918
136055	3736	ATP binding	molecular_function	GO:0005524
136055	3891	chromosome	cellular_component	GO:0005694
136055	4420	DNA metabolic process	biological_process	GO:0006259
136055	4424	DNA topological change	biological_process	GO:0006265
136069	3043	protein kinase activity	molecular_function	GO:0004672
136069	3736	ATP binding	molecular_function	GO:0005524
136069	4602	protein amino acid phosphorylation	biological_process	GO:0006468
136069	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
136069	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
136069	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
136069	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
136069	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
136069	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
136069	3050	casein kinase activity	molecular_function	GO:0004680
136069	3051	casein kinase I activity	molecular_function	GO:0004681
136069	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
136069	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
136069	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
136069	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
136069	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
136069	3067	atypical protein kinase C activity	molecular_function	GO:0004700
136069	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
136069	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
136069	3071	JUN kinase activity	molecular_function	GO:0004705
136069	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
136069	3074	MAP kinase kinase activity	molecular_function	GO:0004708
136069	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
136069	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
136069	3084	Janus kinase activity	molecular_function	GO:0004718
136069	6004	MAP kinase 1 activity	molecular_function	GO:0008338
136069	6005	MP kinase activity	molecular_function	GO:0008339
136069	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
136069	6196	JUN kinase kinase activity	molecular_function	GO:0008545
136069	10102	MAP kinase 2 activity	molecular_function	GO:0016908
136069	10103	SAP kinase activity	molecular_function	GO:0016909
136069	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
136069	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
136069	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
136079	4440	DNA repair	biological_process	GO:0006281
136079	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
136079	16887	DNA polymerase activity	molecular_function	GO:0034061
136080	5765	N-acetyltransferase activity	molecular_function	GO:0008080
136080	5830	metabolic process	biological_process	GO:0008152
136080	2290	catalytic activity	molecular_function	GO:0003824
136080	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
136080	2802	histone acetyltransferase activity	molecular_function	GO:0004402
136083	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
136084	3737	GTP binding	molecular_function	GO:0005525
136084	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
136084	2378	GTPase activity	molecular_function	GO:0003924
136084	3727	protein binding	molecular_function	GO:0005515
136084	4994	intracellular protein transport	biological_process	GO:0006886
136084	5019	nucleocytoplasmic transport	biological_process	GO:0006913
136084	5250	signal transduction	biological_process	GO:0007165
136084	3827	intracellular	cellular_component	GO:0005622
136084	8400	protein transport	biological_process	GO:0015031
136084	2379	small monomeric GTPase activity	molecular_function	GO:0003925
136085	3736	ATP binding	molecular_function	GO:0005524
136085	10082	ATPase activity	molecular_function	GO:0016887
136085	162	nucleotide binding	molecular_function	GO:0000166
136085	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
136085	4927	transport	biological_process	GO:0006810
136085	9320	membrane	cellular_component	GO:0016020
136085	9321	integral to membrane	cellular_component	GO:0016021
136085	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
136085	2706	threonine endopeptidase activity	molecular_function	GO:0004298
136085	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
136093	162	nucleotide binding	molecular_function	GO:0000166
136093	3174	arginine-tRNA ligase activity	molecular_function	GO:0004814
136093	3736	ATP binding	molecular_function	GO:0005524
136093	3930	cytoplasm	cellular_component	GO:0005737
136093	4556	translation	biological_process	GO:0006412
136093	4563	arginyl-tRNA aminoacylation	biological_process	GO:0006420
136093	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
136093	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
136096	5830	metabolic process	biological_process	GO:0008152
136096	5846	methyltransferase activity	molecular_function	GO:0008168
136096	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
136096	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
136096	5847	C-methyltransferase activity	molecular_function	GO:0008169
136096	5848	N-methyltransferase activity	molecular_function	GO:0008170
136096	5849	O-methyltransferase activity	molecular_function	GO:0008171
136096	5850	S-methyltransferase activity	molecular_function	GO:0008172
136096	5851	RNA methyltransferase activity	molecular_function	GO:0008173
136096	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
136096	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
136096	5945	protein methyltransferase activity	molecular_function	GO:0008276
136096	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
136096	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
136096	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
136096	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
136096	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
136096	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
136096	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
136096	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
136096	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
136096	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
136096	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
136096	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
136096	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
136096	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
136096	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
136096	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
136096	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
136096	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
136096	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
136096	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
136096	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
136096	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
136096	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
136096	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
136096	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
136096	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
136096	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
136096	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
136096	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
136096	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
136096	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
136096	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
136096	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
136096	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
136096	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
136096	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
136096	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
136096	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
136098	2290	catalytic activity	molecular_function	GO:0003824
136098	3016	phosphoribosylformylglycinamidine synthase activity	molecular_function	GO:0004642
136098	4351	'de novo' IMP biosynthetic process	biological_process	GO:0006189
136103	9710	oxidoreductase activity	molecular_function	GO:0016491
136104	2290	catalytic activity	molecular_function	GO:0003824
136104	2709	epoxide hydrolase activity	molecular_function	GO:0004301
136104	3981	microsome	cellular_component	GO:0005792
136104	7213	response to toxin	biological_process	GO:0009636
136104	9320	membrane	cellular_component	GO:0016020
136104	16787	cis-stilbene-oxide hydrolase activity	molecular_function	GO:0033961
136109	9582	dephosphorylation	biological_process	GO:0016311
136109	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
136120	2365	DNA ligase (ATP) activity	molecular_function	GO:0003910
136124	3043	protein kinase activity	molecular_function	GO:0004672
136124	3736	ATP binding	molecular_function	GO:0005524
136124	4602	protein amino acid phosphorylation	biological_process	GO:0006468
136124	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
136124	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
136124	3727	protein binding	molecular_function	GO:0005515
136124	5250	signal transduction	biological_process	GO:0007165
136124	6393	[isocitrate dehydrogenase (NADP+)] kinase activity	molecular_function	GO:0008772
136155	3708	binding	molecular_function	GO:0005488
136161	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
136161	19152	post-translational protein modification	biological_process	GO:0043687
136161	24495	regulation of protein metabolic process	biological_process	GO:0051246
136161	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
136161	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
136161	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
136161	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
136161	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
136162	2290	catalytic activity	molecular_function	GO:0003824
136162	3708	binding	molecular_function	GO:0005488
136162	5830	metabolic process	biological_process	GO:0008152
136164	162	nucleotide binding	molecular_function	GO:0000166
136164	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
136164	3736	ATP binding	molecular_function	GO:0005524
136164	3838	nucleus	cellular_component	GO:0005634
136164	3930	cytoplasm	cellular_component	GO:0005737
136164	9985	hydrolase activity	molecular_function	GO:0016787
136164	13056	protein catabolic process	biological_process	GO:0030163
136164	2706	threonine endopeptidase activity	molecular_function	GO:0004298
136164	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
136168	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
136168	3827	intracellular	cellular_component	GO:0005622
136168	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
136168	3004	phospholipase D activity	molecular_function	GO:0004630
136173	3043	protein kinase activity	molecular_function	GO:0004672
136173	3736	ATP binding	molecular_function	GO:0005524
136173	4602	protein amino acid phosphorylation	biological_process	GO:0006468
136173	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
136173	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
136182	3043	protein kinase activity	molecular_function	GO:0004672
136182	3736	ATP binding	molecular_function	GO:0005524
136182	4602	protein amino acid phosphorylation	biological_process	GO:0006468
136182	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
136182	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
136182	3060	cyclin-dependent protein kinase activity	molecular_function	GO:0004693
136186	3546	transporter activity	molecular_function	GO:0005215
136186	4927	transport	biological_process	GO:0006810
136186	9321	integral to membrane	cellular_component	GO:0016021
136188	2290	catalytic activity	molecular_function	GO:0003824
136188	3708	binding	molecular_function	GO:0005488
136188	5830	metabolic process	biological_process	GO:0008152
136192	4761	fatty acid biosynthetic process	biological_process	GO:0006633
136192	23343	malonyl-CoA decarboxylase activity	molecular_function	GO:0050080
136196	2227	structural constituent of ribosome	molecular_function	GO:0003735
136196	3827	intracellular	cellular_component	GO:0005622
136196	4025	ribosome	cellular_component	GO:0005840
136196	4556	translation	biological_process	GO:0006412
136201	2968	pantoate-beta-alanine ligase activity	molecular_function	GO:0004592
136201	9246	pantothenate biosynthetic process	biological_process	GO:0015940
136202	2175	nucleic acid binding	molecular_function	GO:0003676
136202	5846	methyltransferase activity	molecular_function	GO:0008168
136202	15094	methylation	biological_process	GO:0032259
136202	6618	site-specific DNA-methyltransferase (adenine-specific) activity	molecular_function	GO:0009007
136203	4929	cation transport	biological_process	GO:0006812
136203	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
136203	9320	membrane	cellular_component	GO:0016020
136208	3838	nucleus	cellular_component	GO:0005634
136216	2228	translation initiation factor activity	molecular_function	GO:0003743
136216	4557	translational initiation	biological_process	GO:0006413
136216	2216	RNA binding	molecular_function	GO:0003723
136217	5830	metabolic process	biological_process	GO:0008152
136217	9985	hydrolase activity	molecular_function	GO:0016787
136217	2290	catalytic activity	molecular_function	GO:0003824
136217	6579	phosphoglycolate phosphatase activity	molecular_function	GO:0008967
136219	5830	metabolic process	biological_process	GO:0008152
136219	9710	oxidoreductase activity	molecular_function	GO:0016491
136219	2290	catalytic activity	molecular_function	GO:0003824
136219	3708	binding	molecular_function	GO:0005488
136219	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
136219	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
136219	19347	malolactic enzyme activity	molecular_function	GO:0043883
136219	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
136222	2175	nucleic acid binding	molecular_function	GO:0003676
136222	2792	helicase activity	molecular_function	GO:0004386
136222	3736	ATP binding	molecular_function	GO:0005524
136222	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
136222	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
136222	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
136222	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
136222	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
136222	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
136222	10082	ATPase activity	molecular_function	GO:0016887
136222	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
136222	18132	ATPase activity, coupled	molecular_function	GO:0042623
136222	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
136222	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
136222	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
136224	3727	protein binding	molecular_function	GO:0005515
136224	5939	zinc ion binding	molecular_function	GO:0008270
136226	2175	nucleic acid binding	molecular_function	GO:0003676
136226	2792	helicase activity	molecular_function	GO:0004386
136226	3736	ATP binding	molecular_function	GO:0005524
136226	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
136226	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
136226	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
136226	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
136226	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
136226	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
136226	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
136226	9684	pyrophosphatase activity	molecular_function	GO:0016462
136226	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
136226	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
136226	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
136227	4143	carbohydrate metabolic process	biological_process	GO:0005975
136227	3161	transaldolase activity	molecular_function	GO:0004801
136227	3930	cytoplasm	cellular_component	GO:0005737
136227	4263	pentose-phosphate shunt	biological_process	GO:0006098
136238	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
136238	3827	intracellular	cellular_component	GO:0005622
136238	4598	protein modification process	biological_process	GO:0006464
136238	4643	ubiquitin cycle	biological_process	GO:0006512
136238	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
136238	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
136238	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
136238	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
136242	2682	serine-type endopeptidase activity	molecular_function	GO:0004252
136242	4639	proteolysis	biological_process	GO:0006508
136242	2290	catalytic activity	molecular_function	GO:0003824
136242	2700	subtilase activity	molecular_function	GO:0004289
136242	5812	pancreatic elastase activity	molecular_function	GO:0008132
136242	5915	plasminogen activator activity	molecular_function	GO:0008243
136242	6602	serine-type signal peptidase activity	molecular_function	GO:0008991
136242	10004	proprotein convertase activity	molecular_function	GO:0016808
136245	4283	electron transport	biological_process	GO:0006118
136245	9710	oxidoreductase activity	molecular_function	GO:0016491
136245	23919	FAD binding	molecular_function	GO:0050660
136245	2407	NADH dehydrogenase activity	molecular_function	GO:0003954
136260	2175	nucleic acid binding	molecular_function	GO:0003676
136260	3740	sugar binding	molecular_function	GO:0005529
136262	4591	protein folding	biological_process	GO:0006457
136262	24336	unfolded protein binding	molecular_function	GO:0051082
136262	3736	ATP binding	molecular_function	GO:0005524
136262	2237	chaperonin ATPase activity	molecular_function	GO:0003763
136262	9687	chaperonin ATPase complex	cellular_component	GO:0016465
136264	2244	microtubule motor activity	molecular_function	GO:0003777
136264	3736	ATP binding	molecular_function	GO:0005524
136264	4051	microtubule associated complex	cellular_component	GO:0005875
136264	5113	microtubule-based movement	biological_process	GO:0007018
136264	3930	cytoplasm	cellular_component	GO:0005737
136264	5776	cytoskeletal protein binding	molecular_function	GO:0008092
136264	12141	extrinsic to membrane	cellular_component	GO:0019898
136268	3736	ATP binding	molecular_function	GO:0005524
136268	162	nucleotide binding	molecular_function	GO:0000166
136268	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
136268	3727	protein binding	molecular_function	GO:0005515
136268	11802	protein metabolic process	biological_process	GO:0019538
136270	9320	membrane	cellular_component	GO:0016020
136270	12906	metal ion transport	biological_process	GO:0030001
136270	21296	metal ion transmembrane transporter activity	molecular_function	GO:0046873
136278	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
136278	3827	intracellular	cellular_component	GO:0005622
136278	4598	protein modification process	biological_process	GO:0006464
136278	4643	ubiquitin cycle	biological_process	GO:0006512
136278	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
136278	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
136278	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
136278	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
136286	162	nucleotide binding	molecular_function	GO:0000166
136286	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
136286	3736	ATP binding	molecular_function	GO:0005524
136286	3930	cytoplasm	cellular_component	GO:0005737
136286	4556	translation	biological_process	GO:0006412
136286	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
136286	3182	isoleucine-tRNA ligase activity	molecular_function	GO:0004822
136286	4571	isoleucyl-tRNA aminoacylation	biological_process	GO:0006428
136299	2290	catalytic activity	molecular_function	GO:0003824
136299	19375	cellular metabolic process	biological_process	GO:0044237
136301	9710	oxidoreductase activity	molecular_function	GO:0016491
136301	23921	coenzyme binding	molecular_function	GO:0050662
136301	154	two-component sensor activity	molecular_function	GO:0000155
136301	157	two-component signal transduction system (phosphorelay)	biological_process	GO:0000160
136301	3043	protein kinase activity	molecular_function	GO:0004672
136301	3736	ATP binding	molecular_function	GO:0005524
136301	4274	regulation of carbohydrate metabolic process	biological_process	GO:0006109
136301	2290	catalytic activity	molecular_function	GO:0003824
136301	3708	binding	molecular_function	GO:0005488
136301	5830	metabolic process	biological_process	GO:0008152
136306	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
136306	6276	carbohydrate transport	biological_process	GO:0008643
136306	9320	membrane	cellular_component	GO:0016020
136306	3546	transporter activity	molecular_function	GO:0005215
136306	4927	transport	biological_process	GO:0006810
136306	9321	integral to membrane	cellular_component	GO:0016021
136306	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
136307	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
136307	6276	carbohydrate transport	biological_process	GO:0008643
136307	9320	membrane	cellular_component	GO:0016020
136307	3546	transporter activity	molecular_function	GO:0005215
136307	4927	transport	biological_process	GO:0006810
136307	9321	integral to membrane	cellular_component	GO:0016021
136307	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
136308	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
136308	6276	carbohydrate transport	biological_process	GO:0008643
136308	9320	membrane	cellular_component	GO:0016020
136308	3546	transporter activity	molecular_function	GO:0005215
136308	4927	transport	biological_process	GO:0006810
136308	9321	integral to membrane	cellular_component	GO:0016021
136311	3838	nucleus	cellular_component	GO:0005634
136311	13391	transcription regulator activity	molecular_function	GO:0030528
136311	19908	regulation of transcription	biological_process	GO:0045449
136315	4591	protein folding	biological_process	GO:0006457
136315	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
136315	2975	cyclophilin	molecular_function	GO:0004600
136315	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
136315	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
136324	2658	metalloendopeptidase activity	molecular_function	GO:0004222
136324	4639	proteolysis	biological_process	GO:0006508
136324	5909	metallopeptidase activity	molecular_function	GO:0008237
136324	5939	zinc ion binding	molecular_function	GO:0008270
136324	2679	stromelysin 3 activity	molecular_function	GO:0004249
136324	5813	collagenase activity	molecular_function	GO:0008133
136324	5987	prenyl protein specific endopeptidase activity	molecular_function	GO:0008319
136324	13282	matrilysin-2 activity	molecular_function	GO:0030402
136325	2227	structural constituent of ribosome	molecular_function	GO:0003735
136325	3827	intracellular	cellular_component	GO:0005622
136325	4025	ribosome	cellular_component	GO:0005840
136325	4556	translation	biological_process	GO:0006412
136327	3546	transporter activity	molecular_function	GO:0005215
136327	4927	transport	biological_process	GO:0006810
136327	9320	membrane	cellular_component	GO:0016020
136342	5939	zinc ion binding	molecular_function	GO:0008270
136342	9710	oxidoreductase activity	molecular_function	GO:0016491
136342	2290	catalytic activity	molecular_function	GO:0003824
136342	3708	binding	molecular_function	GO:0005488
136342	5830	metabolic process	biological_process	GO:0008152
136344	3736	ATP binding	molecular_function	GO:0005524
136344	4927	transport	biological_process	GO:0006810
136344	9321	integral to membrane	cellular_component	GO:0016021
136344	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
136345	3736	ATP binding	molecular_function	GO:0005524
136345	4927	transport	biological_process	GO:0006810
136345	9321	integral to membrane	cellular_component	GO:0016021
136345	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
136345	10082	ATPase activity	molecular_function	GO:0016887
136345	162	nucleotide binding	molecular_function	GO:0000166
136345	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
136347	4283	electron transport	biological_process	GO:0006118
136347	9710	oxidoreductase activity	molecular_function	GO:0016491
136358	2176	DNA binding	molecular_function	GO:0003677
136358	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
136358	3838	nucleus	cellular_component	GO:0005634
136358	4461	double-strand break repair via nonhomologous end joining	biological_process	GO:0006303
136358	3708	binding	molecular_function	GO:0005488
136360	162	nucleotide binding	molecular_function	GO:0000166
136360	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
136360	3736	ATP binding	molecular_function	GO:0005524
136360	3930	cytoplasm	cellular_component	GO:0005737
136360	4556	translation	biological_process	GO:0006412
136360	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
136360	3183	leucine-tRNA ligase activity	molecular_function	GO:0004823
136360	4572	leucyl-tRNA aminoacylation	biological_process	GO:0006429
136361	10048	isomerase activity	molecular_function	GO:0016853
136361	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
136361	2975	cyclophilin	molecular_function	GO:0004600
136361	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
136361	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
136365	3173	alanine-tRNA ligase activity	molecular_function	GO:0004813
136365	3736	ATP binding	molecular_function	GO:0005524
136365	3930	cytoplasm	cellular_component	GO:0005737
136365	4556	translation	biological_process	GO:0006412
136365	4562	alanyl-tRNA aminoacylation	biological_process	GO:0006419
136365	10071	ligase activity, forming aminoacyl-tRNA and related compounds	molecular_function	GO:0016876
136365	18535	tRNA aminoacylation	biological_process	GO:0043039
136370	281	magnesium ion binding	molecular_function	GO:0000287
136370	9940	transferase activity	molecular_function	GO:0016740
136370	13821	thiamin pyrophosphate binding	molecular_function	GO:0030976
136370	2290	catalytic activity	molecular_function	GO:0003824
136370	5830	metabolic process	biological_process	GO:0008152
136370	9710	oxidoreductase activity	molecular_function	GO:0016491
136375	3228	signal transducer activity	molecular_function	GO:0004871
136375	3727	protein binding	molecular_function	GO:0005515
136379	2175	nucleic acid binding	molecular_function	GO:0003676
136379	3736	ATP binding	molecular_function	GO:0005524
136379	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
136379	3724	calcium ion binding	molecular_function	GO:0005509
136379	770	ciliary or flagellar motility	biological_process	GO:0001539
136379	6885	flagellin-based flagellum	cellular_component	GO:0009288
136382	5323	intracellular signaling cascade	biological_process	GO:0007242
136382	9321	integral to membrane	cellular_component	GO:0016021
136382	6658	aspartic-type signal peptidase activity	molecular_function	GO:0009049
136382	18013	signal peptide peptidase activity	molecular_function	GO:0042499
136382	18014	aspartic endopeptidase activity, intramembrane cleaving	molecular_function	GO:0042500
136384	3043	protein kinase activity	molecular_function	GO:0004672
136384	3736	ATP binding	molecular_function	GO:0005524
136384	4602	protein amino acid phosphorylation	biological_process	GO:0006468
136384	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
136384	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
136384	3064	protein kinase C activity	molecular_function	GO:0004697
136384	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
136384	3066	calcium-independent protein kinase C activity	molecular_function	GO:0004699
136385	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
136385	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
136388	281	magnesium ion binding	molecular_function	GO:0000287
136388	9940	transferase activity	molecular_function	GO:0016740
136388	13821	thiamin pyrophosphate binding	molecular_function	GO:0030976
136388	2290	catalytic activity	molecular_function	GO:0003824
136388	2432	acetolactate synthase activity	molecular_function	GO:0003984
136400	2244	microtubule motor activity	molecular_function	GO:0003777
136400	4047	kinesin complex	cellular_component	GO:0005871
