protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
A0A6S8EM42,tr|A0A6S8EM42|A0A6S8EM42_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11391 PE=4 SV=1,223861.4194,295935.8416,197798.2494,242564.8699,359982.6138,205605.1013,264584.6601,421270.8019,199591.3418,246163.9051,364757.0012,181907.0235,242084.0617,376750,204381.8228
A0A6S8EM66,tr|A0A6S8EM66|A0A6S8EM66_9STRA V-type proton ATPase proteolipid subunit OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11449 PE=3 SV=1;tr|A0A6S8EN05|A0A6S8EN05_9STRA V-type proton ATPase proteolipid subunit OS=Aurantiochytrium limacinum OX=87102 GN=AL,228929.2396,123158.6423,237670.9825,192541.3411,119244.2408,232451.8182,137782.9236,87815.04121,152334.6619,156181.239,96412.2771,169283.7122,172073.8256,96541,180038.4303
A0A6S8EM92,tr|A0A6S8EM92|A0A6S8EM92_9STRA PDZ domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11426 PE=3 SV=1,116194.7627,271231.5658,212386.1114,90438.60049,202733.4517,171003.998,96237.52354,183962.6986,163873.4095,82459.30507,165907.9102,149570.4294,91285.43154,187970,168851.6923
A0A6S8EMC0,tr|A0A6S8EMC0|A0A6S8EMC0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11406 PE=4 SV=1,772869.821,607822.5506,960099.1132,563136.8979,435090.4727,723998.4239,530698.9014,397751.1645,829003.9312,496296.6895,359047.4728,713095.4766,532312.8112,376160,766846.7119
A0A6S8EMC1,tr|A0A6S8EMC1|A0A6S8EMC1_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11542 PE=4 SV=1,1491791.879,1556044.821,1250177.5,2068566.825,2206312.36,1949023.7,2625123.242,2766366.566,2382432.471,2615024.564,2816217.09,2371552.925,2473185.244,2582500,2161655.052
A0A6S8EMD9,tr|A0A6S8EMD9|A0A6S8EMD9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11288 PE=4 SV=1,1619141.295,1593559.428,1784007.036,1973226.651,2028854.714,2208621.864,1987523.608,2162101.749,2229935.455,1950529.103,2043824.633,2169312.399,1888229.818,1863300,2024238.452
A0A6S8EME1,tr|A0A6S8EME1|A0A6S8EME1_9STRA AMP-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11355 PE=4 SV=1;tr|A0A6S8ES79|A0A6S8ES79_9STRA AMP-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM0002,1040319.943,829989.2101,919432.3285,794444.1834,581637.449,677424.1643,887595.7081,617845.7606,793193.2251,819281.7563,582278.6332,686924.6038,834983.9516,582670,690951.2012
A0A6S8EMI8,tr|A0A6S8EMI8|A0A6S8EMI8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11990 PE=3 SV=1,78447.67639,32259.69862,5669.301434,73311.72611,42312.14562,7030.72367,89017.2422,41696.98468,6018.007723,81490.43158,41509.61822,5554.13536,78629.38902,45167,7085.729998
A0A6S8EMI9,tr|A0A6S8EMI9|A0A6S8EMI9_9STRA Aldedh domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11554 PE=3 SV=1,4088041.597,5784790.638,4056355.796,1998822.482,2665513.155,1868962.956,1719874.303,2411537.771,1553961.99,1665178.351,2309509.401,1583508.058,1603061.237,2261200,1470870.995
A0A6S8EMJ2,tr|A0A6S8EMJ2|A0A6S8EMJ2_9STRA Smr domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11423 PE=4 SV=1,665846.178,731592.1178,616830.6136,586413.6429,681007.6496,569989.3565,545079.158,588145.9221,463080.6729,511728.6262,588299.0252,462258.8495,535731.2358,614990,483584.6564
A0A6S8EMT7,tr|A0A6S8EMT7|A0A6S8EMT7_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11104 PE=4 SV=1,79553.878,77388.91217,47462.73186,88199.68111,77801.64779,58899.77908,91456.89687,97033.03415,55936.83326,89673.32695,91061.27811,58605.97253,102766.3906,97319,59730.25641
A0A6S8EMW0,tr|A0A6S8EMW0|A0A6S8EMW0_9STRA GAS domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11108 PE=3 SV=1,230847.3823,161045.532,95532.34601,194751.6298,134405.6707,78919.75933,217957.103,137582.1288,87420.79897,191451.7359,139505.2273,87041.25816,215945.4826,181210,108283.3259
A0A6S8EMX8,tr|A0A6S8EMX8|A0A6S8EMX8_9STRA H(+)-exporting diphosphatase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11468 PE=3 SV=1,506673.0308,225937.2116,297474.4104,319123.3154,144094.392,146386.5175,326557.3709,149758.4814,149829.7679,298844.9418,136220.4351,128361.3206,319375.3174,147250,158070.8765
A0A6S8EN07,tr|A0A6S8EN07|A0A6S8EN07_9STRA HDAC_interact domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11462 PE=4 SV=1,1515441.706,1239604.812,1842313.11,1034025.736,915087.5604,1281810.877,1125530.567,974108.2075,1309502.894,1001791.841,865599.7299,1178309.494,1105365.598,913250,1321157.341
A0A6S8EN27,tr|A0A6S8EN27|A0A6S8EN27_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11399 PE=4 SV=1,253565.3847,117316.6729,118279.6552,239409.7687,94541.04202,101957.5982,229195.9615,70965.75903,92464.2174,228677.4896,90211.58423,105118.8615,236602.213,87409,109361.4075
A0A6S8EN36,tr|A0A6S8EN36|A0A6S8EN36_9STRA Ribosome biogenesis protein NOP53 OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11454 PE=3 SV=1,468184.8439,222567.5789,166115.5913,617334.7802,314092.9382,285162.4702,525594.8149,279038.9919,272894.2801,554353.2231,289569.4554,250471.7915,541595.4083,303530,241046.1477
A0A6S8EN37,tr|A0A6S8EN37|A0A6S8EN37_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11507 PE=3 SV=1,123850.9856,204965.3052,198501.5523,110439.9954,187369.3289,146338.5769,115524.5013,193213.6268,137177.7341,111642.2415,208734.5539,132617.7358,111200.004,205740,135888.4226
A0A6S8EN41,tr|A0A6S8EN41|A0A6S8EN41_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11374 PE=4 SV=1,109045.3218,77681.01064,111340.7787,120558.0787,87008.97337,98019.28073,101791.1644,107969.4718,102484.9529,97599.41247,86779.64995,96563.46697,97790.55869,81435,96620.22629
A0A6S8EN43,tr|A0A6S8EN43|A0A6S8EN43_9STRA ThiF domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11508 PE=4 SV=1;tr|A0A6S8ENR6|A0A6S8ENR6_9STRA ThiF domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11509 PE=4 S,295459.3647,251672.4232,284894.3646,320646.4678,284844.3509,301833.8019,396106.7172,311974.2336,271525.8658,324362.5014,256794.0684,254716.0455,314523.1785,241060,248328.8694
A0A6S8EN45,tr|A0A6S8EN45|A0A6S8EN45_9STRA Peptidylprolyl isomerase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11338 PE=4 SV=1,885560.7037,587852.9428,836896.3382,867166.1174,572769.634,832583.8053,900808.2199,555191.3067,874126.8126,994671.204,701784.9681,985968.1731,987632.3543,702220,997840.316
A0A6S8EN73,tr|A0A6S8EN73|A0A6S8EN73_9STRA Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11517 PE=3 SV=1,2036282.837,2339746.924,2259757.371,1810718.896,2051049.588,1919660.104,1367796.499,1573529.606,1364587.368,1232278.672,1438884.043,1189132.95,1345442.459,1544800,1251314.846
A0A6S8EN82,tr|A0A6S8EN82|A0A6S8EN82_9STRA Calmodulin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12038 PE=4 SV=1;tr|A0A6S8EXY3|A0A6S8EXY3_9STRA Calmodulin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12037 PE=4 SV=1,285530.7966,234127.4236,404898.246,357980.878,289830.5965,473173.3839,304556.62,250879.3602,400887.4031,344288.6104,273508.1687,439432.303,328359.9269,273060,441249.3597
A0A6S8EN84,tr|A0A6S8EN84|A0A6S8EN84_9STRA Lipoyl-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11519 PE=4 SV=1,1195406.139,1372003.694,1209227.126,967888.8591,1078427.644,951056.9284,761391.55,764020.1128,772864.1552,736694.0463,744052.0573,787071.9724,751378.7307,740210,815246.9637
A0A6S8ENA3,tr|A0A6S8ENA3|A0A6S8ENA3_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11127 PE=3 SV=1,138623.9539,145925.1406,147546.1278,116120.3229,122923.1172,115436.0883,168423.8897,173946.5104,154549.6376,148401.0681,146572.1935,146092.3301,184943.5197,161130,168230.8701
A0A6S8ENB7,tr|A0A6S8ENB7|A0A6S8ENB7_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11353 PE=4 SV=1,705952.7978,865107.8463,706842.0324,799884.0131,946302.269,767480.5171,865611.4043,967559.9065,771460.9507,798328.408,912737.0158,730534.6176,776510.8987,850040,703200.5003
A0A6S8ENE5,tr|A0A6S8ENE5|A0A6S8ENE5_9STRA RRM domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11396 PE=4 SV=1,133447.1483,128294.2298,16105.63483,116481.0695,115849.1345,13924.33732,133106.462,146029.0496,12953.54882,122959.3842,130904.6674,11098.05532,134718.5406,133360,12009.32739
A0A6S8ENF0,tr|A0A6S8ENF0|A0A6S8ENF0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11424 PE=4 SV=1,719848.4337,983111.8097,863020.6353,779441.7057,1000634.104,925792.2503,868626.7078,1100230.81,1003221.625,846305.1554,1113409.84,1028459.358,849827.1112,1108100,1078439.749
A0A6S8ENG2,tr|A0A6S8ENG2|A0A6S8ENG2_9STRA CCT-eta OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11534 PE=3 SV=1,2781034.43,2524456.25,2775096.848,2321662.06,2205805.627,2345612.031,2110109.401,2053221.715,2100399.967,2011404.708,1995744.394,2038944.482,2154001.089,2085100,2174071.496
A0A6S8ENJ8,tr|A0A6S8ENJ8|A0A6S8ENJ8_9STRA JmjC domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11407 PE=4 SV=1,177793.2994,233879.2354,624759.7859,147087.2693,188372.6588,517015.0313,183105.6767,216258.6091,601835.5625,182048.9938,220910.0454,557456.6153,237316.2589,228940,646407.2103
A0A6S8ENL7,tr|A0A6S8ENL7|A0A6S8ENL7_9STRA Proteasome subunit alpha type OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11500 PE=3 SV=1,2003696.208,2135087.081,1926822.885,1580814.514,1649008.195,1492150.109,1296032.275,1370881.002,1169414.381,1251597.776,1293399.872,1143869.015,1366582.717,1386400,1202604.183
A0A6S8ENT8,tr|A0A6S8ENT8|A0A6S8ENT8_9STRA Deoxyhypusine hydroxylase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11427 PE=3 SV=1,915586.1759,606467.061,560339.5153,994858.9622,756581.7023,742131.9429,1018350.233,826829.556,833433.8826,1076266.694,856418.8912,893409.3847,1120321.205,853560,822768.4631
A0A6S8ENU0,tr|A0A6S8ENU0|A0A6S8ENU0_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11514 PE=4 SV=1,861910.8763,723000.9863,599452.2275,792382.7742,643580.4032,570157.1484,715778.2313,621391.1425,507728.0883,665721.145,550653.4416,460325.2209,701789.0839,567860,470798.1074
A0A6S8ENU7,tr|A0A6S8ENU7|A0A6S8ENU7_9STRA Calmodulin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11430 PE=4 SV=1,180823.0929,166037.934,186125.6912,121165.0492,88650.78596,94253.54929,130924.4787,90291.96512,110414.7977,127237.6027,83606.76867,101971.5465,128635.0941,86155,114940.4499
A0A6S8ENW3,tr|A0A6S8ENW3|A0A6S8ENW3_9STRA Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11518 PE=3 SV=1,1054270.072,1253064.252,1231800.878,757281.5573,976888.6296,967464.5871,592973.1426,868376.3948,795419.7975,549351.2678,798598.2592,736080.1185,613348.5912,853960,782307.5718
A0A6S8ENZ9,tr|A0A6S8ENZ9|A0A6S8ENZ9_9STRA N_BRCA1_IG domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11529 PE=4 SV=1,155533.0355,180261.0294,139945.9198,168846.5881,193784.5596,160852.5832,169536.8109,196458.7167,165369.3878,189589.8646,215532.1049,188559.1924,199207.5711,214870,177364.1194
A0A6S8EP58,tr|A0A6S8EP58|A0A6S8EP58_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12117 PE=3 SV=1,908175.17,933187.7903,849907.4406,1178725.207,1166092.329,1163169.962,983866.1259,954434.244,858935.0946,931052.4027,929409.6675,808864.8181,863658.2372,916870,747565.4079
A0A6S8EP72,tr|A0A6S8EP72|A0A6S8EP72_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11582 PE=4 SV=1,281269.4682,193376.8234,770865.2772,270703.1049,213182.2714,721193.9008,346672.1866,216578.2747,698297.1732,313488.9393,211687.7582,683507.3105,320780.9196,230710,703833.2613
A0A6S8EP80,tr|A0A6S8EP80|A0A6S8EP80_9STRA GBBH-like_N domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11624 PE=3 SV=1,468871.4518,535046.1214,212862.5423,470132.9882,508181.5372,200127.8917,468452.0721,529288.7078,193108.769,459613.7384,537027.2533,193752.0189,466142.6804,556680,190210.3628
A0A6S8EPB0,tr|A0A6S8EPB0|A0A6S8EPB0_9STRA Macro domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11629 PE=4 SV=1,169417.7729,196125.9855,405851.1079,170375.4666,187663.2336,375362.6447,158604.965,181124.4557,374435.2591,168473.0918,198217.0017,347445.0904,194203.6272,221510,353653.7389
A0A6S8EPB3,tr|A0A6S8EPB3|A0A6S8EPB3_9STRA Aldedh domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11543 PE=3 SV=1,2744633.313,3330877.123,3219425.427,1526988.831,1915143.99,1806040.963,1199103.973,1611889.476,1548859.428,1194866.148,1594108.607,1464693.269,1230126.852,1627700,1550861.545
A0A6S8EPF4,tr|A0A6S8EPF4|A0A6S8EPF4_9STRA 3-dehydroquinate dehydratase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11552 PE=4 SV=1,653258.3666,769545.8274,573861.0794,736667.4657,854563.4565,649870.3241,857716.7915,950365.7729,741216.6756,978503.8573,1101078.917,881442.7775,927585.0269,1024400,863718.8488
A0A6S8EPQ5,tr|A0A6S8EPQ5|A0A6S8EPQ5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11614 PE=3 SV=1,1095630.023,1113983.379,1496900.671,1128220.682,1151295.747,1547161.908,1046968.205,1075045.036,1386969.059,987083.6406,943481.4271,1297841.794,991118.2479,927460,1293817.287
A0A6S8EPR3,tr|A0A6S8EPR3|A0A6S8EPR3_9STRA Protein kinase domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11504 PE=3 SV=1,953240.6246,1105583.162,1184838.398,983177.6437,1148762.085,1158975.162,916707.093,977111.1266,943718.7969,861480.2823,877795.9457,859345.9021,931127.1445,998830,958453.9246
A0A6S8EPU1,tr|A0A6S8EPU1|A0A6S8EPU1_9STRA RanBP2-type domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11574 PE=4 SV=1,421849.7097,662939.4317,583162.8265,422686.2209,603305.3214,566142.1261,404555.0494,613399.503,451309.9907,389131.1105,629447.0054,475928.0229,402541.9904,654070,507844.4767
A0A6S8EPW6,tr|A0A6S8EPW6|A0A6S8EPW6_9STRA Aspartate carbamoyltransferase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12169 PE=3 SV=1,1491355.937,1706580.535,1555660.488,1741661.69,1992572.683,1874236.418,1735499.057,2022030.104,1934334.775,1831696.186,2070351.661,2031769.382,1768078.939,2001200,1938756.014
A0A6S8EPY4,"tr|A0A6S8EPY4|A0A6S8EPY4_9STRA Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11585 PE=3 SV=1",3355332.888,2978354.362,2928008.496,3580095.087,3276226.902,2978906.904,3549450.83,3325878.202,3033241.03,3643314.511,3430794.452,3012933.887,3263639.717,3026600,2604110.24
A0A6S8EPZ5,tr|A0A6S8EPZ5|A0A6S8EPZ5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11503 PE=3 SV=1,887849.3967,894145.8707,443205.5631,763580.3074,776111.1645,403264.0539,746643.9746,807252.4609,444015.6467,737627.9003,739337.2925,425568.5507,716800.9157,742000,413372.0564
A0A6S8EQ44,tr|A0A6S8EQ44|A0A6S8EQ44_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11592 PE=4 SV=1,213649.4893,92366.11801,218976.7395,263030.0819,179849.4218,346370.5875,278032.9138,143675.1485,305399.9179,252706.7194,136251.5215,319875.6812,244153.1082,123230,285673.7109
A0A6S8EQC5,tr|A0A6S8EQC5|A0A6S8EQC5_9STRA NMO domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11607 PE=4 SV=1,581328.016,781077.035,1072332.633,382677.7049,467399.7231,702221.4219,362856.1429,385497.3173,636648.9497,313162.0904,369627.1978,584551.7382,344125.1616,364400,559432.4116
A0A6S8EQC9,tr|A0A6S8EQC9|A0A6S8EQC9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11605 PE=4 SV=1,227496.0818,266563.7177,271962.6673,392910.3109,415723.1649,723531.0034,295817.7222,402923.9349,1039252.669,261881.8346,318510.8577,561287.389,179759.6586,254150,306316.0481
A0A6S8EQG0,tr|A0A6S8EQG0|A0A6S8EQG0_9STRA RPOL4c domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11254 PE=4 SV=1,669170.2321,424172.7971,417977.4099,685475.8051,450130.2869,428037.3413,670658.326,426114.2198,406442.2374,758873.078,495412.9776,435467.7563,709997.8009,454760,401791.3351
A0A6S8EQI5,tr|A0A6S8EQI5|A0A6S8EQI5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11616 PE=4 SV=1,274196.3171,267909.6616,149599.3183,166183.9346,143678.8715,71542.90478,183774.5258,141863.7102,69045.77828,160494.477,134603.9444,77374.33123,189227.7953,146180,83067.20069
A0A6S8EQN1,tr|A0A6S8EQN1|A0A6S8EQN1_9STRA 14_3_3 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11628 PE=3 SV=1,363706.0095,410866.0891,267776.8811,356211.5018,376583.1634,269893.4,375103.7576,438910.5298,252136.1312,379634.983,435188.3337,263934.2246,404656.0162,469640,273472.1674
A0A6S8ERD4,tr|A0A6S8ERD4|A0A6S8ERD4_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11691 PE=4 SV=1;tr|A0A6S8EQV9|A0A6S8EQV9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11690 PE=4 SV=1,1635707.073,1739226.835,1517886.32,1088080.465,1129303.566,960069.7548,1090881.989,1179759.731,951534.9938,1025079.824,1163251.639,935024.964,1198472.69,1326200,1076935.449
A0A6S8EQZ0,tr|A0A6S8EQZ0|A0A6S8EQZ0_9STRA Methylmalonyl-CoA mutase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11566 PE=3 SV=1,2488572.163,2351106.309,2127717.936,2291886.15,2099493.195,1893532.496,2113234.352,2010212.164,1760847.675,2155685.145,2049212.936,1882186.792,2086251.061,2017200,1899715.851
A0A6S8ER24,tr|A0A6S8ER24|A0A6S8ER24_9STRA AMP-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11298 PE=4 SV=1,366714.006,760439.2281,419724.3234,270153.3958,527113.0553,347017.7852,258850.101,505313.7892,277521.3759,243163.8992,473310.5748,272447.055,250393.9821,497650,261616.8517
A0A6S8ER29,tr|A0A6S8ER29|A0A6S8ER29_9STRA 2Fe-2S ferredoxin-type domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11652 PE=4 SV=1;tr|A0A6S8EQA0|A0A6S8EQA0_9STRA 2Fe-2S ferredoxin-type domain-containing protein OS=Aurantiochytrium limacinu,564544.2675,645613.9833,671211.8035,687021.8619,780002.8684,823594.9493,864295.6355,980404.6507,1040737.051,966363.7557,1150920.716,1186457.489,920613.2398,1090900,1174249.324
A0A6S8ER67,tr|A0A6S8ER67|A0A6S8ER67_9STRA GTP--RNA guanylyltransferase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11594 PE=3 SV=1;tr|A0A6S8ERI6|A0A6S8ERI6_9STRA GTP--RNA guanylyltransferase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11595 PE=3 SV=1,144056.875,152607.1318,63713.5647,110491.5307,139280.4353,63502.07339,107459.935,134433.9072,68489.13518,103949.6194,126262.4374,71090.64631,113426.4779,146910,68339.38852
A0A6S8ER77,tr|A0A6S8ER77|A0A6S8ER77_9STRA F_actin_bund_C domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11649 PE=4 SV=1,1424547.9,1365130.789,1221137.899,1453178.931,1392905.699,1269586.032,1282545.645,1248633.134,1078739.539,1479574.875,1405932.5,1218186.024,1444228.184,1322500,1135949.372
A0A6S8ERA7,tr|A0A6S8ERA7|A0A6S8ERA7_9STRA GMC_OxRdtase_N domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11601 PE=3 SV=1,1240362.608,1511848.222,935347.3909,837390.2074,1033531.164,564272.444,779044.7815,959645.7616,480649.7208,717491.6742,887132.2162,460057.6748,737884.9492,935520,489195.9338
A0A6S8ERG8,tr|A0A6S8ERG8|A0A6S8ERG8_9STRA Nop domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12287 PE=3 SV=1,1348803.061,1354821.431,1385620.013,2189674.612,2552005.123,2280293.01,1525798.404,1569267.399,1585621.066,1320294.408,1266458.359,1302219.821,1085968.287,957120,1030433.48
A0A6S8ERL9,tr|A0A6S8ERL9|A0A6S8ERL9_9STRA Calmodulin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11733 PE=4 SV=1,70993.07641,201614.7639,85252.78108,63491.40194,199196.4604,83638.30952,62208.45275,252894.2221,77324.68473,67278.34156,274720.5368,92337.45476,75345.9022,268250,105018.0401
A0A6S8ERM9,tr|A0A6S8ERM9|A0A6S8ERM9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12305 PE=4 SV=1,52458.4778,51275.69082,140728.6278,39203.99381,36471.54933,102704.2725,41734.54187,38929.45569,132655.0089,40478.48375,38478.698,110186.4278,48772.71083,41743,128593.7621
A0A6S8ERR5,tr|A0A6S8ERR5|A0A6S8ERR5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11747 PE=4 SV=1,3661690.791,3247829.519,4469262.62,2647536.49,2329144.265,3018098.317,1993225.272,1600362.142,2024209.442,1845587.263,1649753.193,1971936.346,1937538.345,1723800,2041669.228
A0A6S8ERT8,tr|A0A6S8ERT8|A0A6S8ERT8_9STRA Ammonium transporter OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11753 PE=3 SV=1,60759.34925,87775.5901,89977.388,65987.99747,96610.53666,100386.3462,59615.29172,83651.63918,99767.83875,62871.71817,81671.12458,88935.97097,68660.85797,93156,100014.4521
A0A6S8ERV6,tr|A0A6S8ERV6|A0A6S8ERV6_9STRA YjgF_endoribonc domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11638 PE=4 SV=1,1531135.601,1711162.472,1621793.641,1695909.859,1828796.809,1742999.119,2255337.384,2585900.815,2489586.268,3090297.866,3545503.126,3425198.1,2943106.184,3375800,3399598.344
A0A6S8ERW4,tr|A0A6S8ERW4|A0A6S8ERW4_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11641 PE=4 SV=1,174856.1434,187420.3056,293209.219,188636.116,201111.9084,310199.4307,199585.681,217072.3033,330066.1653,220383.6991,233582.9187,359119.8292,226268.2254,249300,390544.9026
A0A6S8ES20,tr|A0A6S8ES20|A0A6S8ES20_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11770 PE=4 SV=1,29900.68388,338070.5685,31216.43646,31022.48993,291472.4091,23839.64483,28757.22376,306917.7053,25074.45234,28085.65798,295724.5549,25112.84955,28927.29399,299190,25557.57743
A0A6S8ES76,tr|A0A6S8ES76|A0A6S8ES76_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11639 PE=4 SV=1;tr|A0A6S8EPG9|A0A6S8EPG9_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1164,433004.3633,502438.0047,517313.263,443243.0511,494418.6884,519639.7773,498758.6136,497612.7547,565514.6002,494668.2816,522437.3877,601832.7838,529203.619,553760,586473.9928
A0A6S8ESA7,tr|A0A6S8ESA7|A0A6S8ESA7_9STRA Rab GDP dissociation inhibitor OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11826 PE=3 SV=1,3208693.06,2650841.34,3115177.798,2954972.761,2460691.966,2840957.926,2847268.876,2310116.6,2478221.471,2787787.548,2353133.928,2492313.505,2733783.899,2241900,2364138.592
A0A6S8ESH4,tr|A0A6S8ESH4|A0A6S8ESH4_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11663 PE=4 SV=1,36952.03795,53670.70735,73168.45034,30650.86366,50638.77049,62797.34707,45158.83019,75855.67374,76628.88086,57954.97704,87973.36622,79826.02637,72028.68093,97191,79195.41933
