#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
119640	119640	KOG3450	Huntingtin interacting protein HYPK	General function prediction only 	POORLY CHARACTERIZED
42071	42071	KOG4491	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
75184	75184	KOG4492	Chorismate synthase	Amino acid transport and metabolism 	METABOLISM
30743	30743	KOG4493	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
46632	46632	KOG4494	Cell surface ATP diphosphohydrolase Apyrase	Nucleotide transport and metabolism 	METABOLISM
136920	136920	KOG4494	Cell surface ATP diphosphohydrolase Apyrase	Nucleotide transport and metabolism 	METABOLISM
140593	140593	KOG4495	"RNA polymerase II transcription elongation factor Elongin/SIII, subunit elongin B"	Transcription 	INFORMATION STORAGE AND PROCESSING
82953	82953	KOG4496	Predicted coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
115018	115018	KOG4497	"Uncharacterized conserved protein WDR8, contains WD repeats"	General function prediction only 	POORLY CHARACTERIZED
42267	42267	KOG4501	"Transcription coactivator complex, P100 component"	Transcription 	INFORMATION STORAGE AND PROCESSING
61379	61379	KOG4502	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
82379	82379	KOG0060	"Long-chain acyl-CoA transporter, ABC superfamily (involved in peroxisome organization and biogenesis)"	General function prediction only 	POORLY CHARACTERIZED
136085	136085	KOG0060	"Long-chain acyl-CoA transporter, ABC superfamily (involved in peroxisome organization and biogenesis)"	General function prediction only 	POORLY CHARACTERIZED
77449	77449	KOG4508	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
9891	9891	KOG4511	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
51985	51985	KOG4511	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
64385	64385	KOG4511	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
73799	73799	KOG4511	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
147947	147947	KOG4513	Phosphoglycerate mutase	Carbohydrate transport and metabolism 	METABOLISM
76700	76700	KOG4519	Phosphomevalonate kinase	Lipid transport and metabolism 	METABOLISM
82379	82379	KOG0060	"Long-chain acyl-CoA transporter, ABC superfamily (involved in peroxisome organization and biogenesis)"	Lipid transport and metabolism 	METABOLISM
136085	136085	KOG0060	"Long-chain acyl-CoA transporter, ABC superfamily (involved in peroxisome organization and biogenesis)"	Lipid transport and metabolism 	METABOLISM
572	572	KOG4524	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
46003	46003	KOG4531	M phase phosphoprotein 6	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
105381	105381	KOG4533	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
134629	134629	KOG4535	HEAT and armadillo repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
31393	31393	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
42665	42665	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
44436	44436	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
48295	48295	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
70182	70182	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
73149	73149	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
75832	75832	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
84671	84671	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
126686	126686	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
132036	132036	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
143913	143913	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	General function prediction only 	POORLY CHARACTERIZED
31393	31393	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
42665	42665	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
44436	44436	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
48295	48295	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
70182	70182	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
73149	73149	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
75832	75832	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
84671	84671	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
126686	126686	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
132036	132036	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
143913	143913	KOG0059	"Lipid exporter ABCA1 and related proteins, ABC superfamily"	Lipid transport and metabolism 	METABOLISM
48047	48047	KOG4544	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
34756	34756	KOG4546	Peroxisomal biogenesis protein (peroxin 16)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
142772	142772	KOG4547	WD40 repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
117249	117249	KOG4548	Mitochondrial ribosomal protein L17	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
9959	9959	KOG4549	Magnesium-dependent phosphatase	General function prediction only 	POORLY CHARACTERIZED
48669	48669	KOG4549	Magnesium-dependent phosphatase	General function prediction only 	POORLY CHARACTERIZED
140154	140154	KOG0050	mRNA splicing protein CDC5 (Myb superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
140154	140154	KOG0050	mRNA splicing protein CDC5 (Myb superfamily)	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
35611	35611	KOG4553	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
41625	41625	KOG4554	Protein involved in inorganic phosphate transport	Inorganic ion transport and metabolism 	METABOLISM
140230	140230	KOG4558	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
146481	146481	KOG4559	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
72685	72685	KOG4562	Uncharacterized conserved protein (tumor-rejection antigen MAGE in humans)	Function unknown 	POORLY CHARACTERIZED
365	365	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4048	4048	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
35699	35699	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
65137	65137	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
65933	65933	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
76569	76569	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
79691	79691	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
85076	85076	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
86306	86306	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
118618	118618	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
77234	77234	KOG4567	GTPase-activating protein	General function prediction only 	POORLY CHARACTERIZED
757	757	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
31293	31293	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
31294	31294	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
33542	33542	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
62170	62170	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
69819	69819	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
84442	84442	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
150216	150216	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
365	365	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
4048	4048	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
35699	35699	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
65137	65137	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
65933	65933	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
76569	76569	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
79691	79691	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
85076	85076	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
86306	86306	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
118618	118618	KOG0045	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
33804	33804	KOG4574	RNA-binding protein (contains RRM and Pumilio-like repeats)	General function prediction only 	POORLY CHARACTERIZED
32911	32911	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM
33596	33596	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM
44120	44120	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM
44122	44122	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM
113243	113243	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM
130327	130327	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM
136521	136521	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM
59763	59763	KOG4581	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
42592	42592	KOG4582	"Uncharacterized conserved protein, contains ZZ-type Zn-finger"	General function prediction only 	POORLY CHARACTERIZED
37464	37464	KOG4588	Predicted ubiquitin-conjugating enzyme	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
123081	123081	KOG4589	Cell division protein FtsJ	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
138386	138386	KOG4593	Mitotic checkpoint protein MAD1	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
32911	32911	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	Inorganic ion transport and metabolism 	METABOLISM
33596	33596	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	Inorganic ion transport and metabolism 	METABOLISM
44120	44120	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	Inorganic ion transport and metabolism 	METABOLISM
44122	44122	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	Inorganic ion transport and metabolism 	METABOLISM
113243	113243	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	Inorganic ion transport and metabolism 	METABOLISM
130327	130327	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	Inorganic ion transport and metabolism 	METABOLISM
136521	136521	KOG0039	"Ferric reductase, NADH/NADPH oxidase and related proteins"	Inorganic ion transport and metabolism 	METABOLISM
6938	6938	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
11581	11581	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
11978	11978	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
32332	32332	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
32741	32741	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
33433	33433	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
34264	34264	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
35233	35233	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
115109	115109	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
134943	134943	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
135798	135798	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
146699	146699	KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
56085	56085	KOG4598	Putative ubiquitin-specific protease	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
53184	53184	KOG4600	Mitochondrial ribosomal protein MRP7 (L2)	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
5207	5207	KOG4603	TBP-1 interacting protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
68713	68713	KOG4609	Predicted phosphoglycerate mutase	General function prediction only 	POORLY CHARACTERIZED
81850	81850	KOG4611	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
44346	44346	KOG4612	Mitochondrial ribosomal protein L34	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
1162	1162	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
10418	10418	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
30362	30362	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
42728	42728	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
63389	63389	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
69470	69470	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
78569	78569	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
93432	93432	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
136379	136379	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
147969	147969	KOG4614	Inner membrane protein required for assembly of the F0 sector of ATP synthase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
85848	85848	KOG4619	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
112116	112116	KOG4619	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
141219	141219	KOG4620	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
42775	42775	KOG4621	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
68568	68568	KOG4622	Predicted nucleotide kinase	General function prediction only 	POORLY CHARACTERIZED
45365	45365	KOG4624	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
85206	85206	KOG4628	Predicted E3 ubiquitin ligase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
135761	135761	KOG4628	Predicted E3 ubiquitin ligase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
140596	140596	KOG4628	Predicted E3 ubiquitin ligase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
3486	3486	KOG4629	Predicted mechanosensitive ion channel	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
4160	4160	KOG4629	Predicted mechanosensitive ion channel	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
4162	4162	KOG4629	Predicted mechanosensitive ion channel	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
4163	4163	KOG4629	Predicted mechanosensitive ion channel	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
4166	4166	KOG4629	Predicted mechanosensitive ion channel	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
44092	44092	KOG4629	Predicted mechanosensitive ion channel	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
138250	138250	KOG4629	Predicted mechanosensitive ion channel	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1162	1162	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10418	10418	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
30362	30362	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
42728	42728	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
63389	63389	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
69470	69470	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
78569	78569	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
93432	93432	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
136379	136379	KOG0028	"Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
134173	134173	KOG4643	Uncharacterized coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
2444	2444	KOG4644	L-fucose kinase	Carbohydrate transport and metabolism 	METABOLISM
2062	2062	KOG4645	MAPKKK (MAP kinase kinase kinase) SSK2 and related serine/threonine protein kinases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4597	4597	KOG4645	MAPKKK (MAP kinase kinase kinase) SSK2 and related serine/threonine protein kinases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
5738	5738	KOG4645	MAPKKK (MAP kinase kinase kinase) SSK2 and related serine/threonine protein kinases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
13459	13459	KOG4645	MAPKKK (MAP kinase kinase kinase) SSK2 and related serine/threonine protein kinases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
61176	61176	KOG4650	Predicted steroid reductase	General function prediction only 	POORLY CHARACTERIZED
122891	122891	KOG4650	Predicted steroid reductase	General function prediction only 	POORLY CHARACTERIZED
137244	137244	KOG4650	Predicted steroid reductase	General function prediction only 	POORLY CHARACTERIZED
137466	137466	KOG4650	Predicted steroid reductase	General function prediction only 	POORLY CHARACTERIZED
45281	45281	KOG0025	Zn2+-binding dehydrogenase (nuclear receptor binding factor-1)	Energy production and conversion 	METABOLISM
64491	64491	KOG0025	Zn2+-binding dehydrogenase (nuclear receptor binding factor-1)	Energy production and conversion 	METABOLISM
70235	70235	KOG0025	Zn2+-binding dehydrogenase (nuclear receptor binding factor-1)	Energy production and conversion 	METABOLISM
9808	9808	KOG4652	HORMA domain	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
141255	141255	KOG4653	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
138811	138811	KOG4655	U3 small nucleolar ribonucleoprotein (snoRNP) component	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
70524	70524	KOG4656	Copper chaperone for superoxide dismutase	Inorganic ion transport and metabolism 	METABOLISM
5490	5490	KOG4657	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
142939	142939	KOG4659	Uncharacterized conserved protein (Rhs family)	Function unknown 	POORLY CHARACTERIZED
3315	3315	KOG4666	"Predicted phosphate acyltransferase, contains PlsC domain"	Lipid transport and metabolism 	METABOLISM
42550	42550	KOG4666	"Predicted phosphate acyltransferase, contains PlsC domain"	Lipid transport and metabolism 	METABOLISM
43085	43085	KOG4666	"Predicted phosphate acyltransferase, contains PlsC domain"	Lipid transport and metabolism 	METABOLISM
43213	43213	KOG4666	"Predicted phosphate acyltransferase, contains PlsC domain"	Lipid transport and metabolism 	METABOLISM
43421	43421	KOG4666	"Predicted phosphate acyltransferase, contains PlsC domain"	Lipid transport and metabolism 	METABOLISM
55720	55720	KOG4666	"Predicted phosphate acyltransferase, contains PlsC domain"	Lipid transport and metabolism 	METABOLISM
102414	102414	KOG4666	"Predicted phosphate acyltransferase, contains PlsC domain"	Lipid transport and metabolism 	METABOLISM
84992	84992	KOG4673	"Transcription factor TMF, TATA element modulatory factor"	Transcription 	INFORMATION STORAGE AND PROCESSING
2289	2289	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
2830	2830	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
3891	3891	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
7798	7798	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
9037	9037	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
9045	9045	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
10624	10624	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
28501	28501	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
31104	31104	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
38410	38410	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
43661	43661	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
48289	48289	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
136571	136571	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
138130	138130	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
142302	142302	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
143086	143086	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
38738	38738	KOG4676	"Splicing factor, arginine/serine-rich"	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
31011	31011	KOG4685	tRNA splicing endonuclease SEN2	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
38727	38727	KOG4686	Predicted sugar transporter	Carbohydrate transport and metabolism 	METABOLISM
74481	74481	KOG4686	Predicted sugar transporter	Carbohydrate transport and metabolism 	METABOLISM
76940	76940	KOG4693	"Uncharacterized conserved protein, contains kelch repeat"	General function prediction only 	POORLY CHARACTERIZED
127527	127527	KOG4693	"Uncharacterized conserved protein, contains kelch repeat"	General function prediction only 	POORLY CHARACTERIZED
81922	81922	KOG4694	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
139183	139183	KOG4696	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
82654	82654	KOG4697	Integral membrane protein involved in transport between the late Golgi and endosome	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
35214	35214	KOG4698	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
45695	45695	KOG4698	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
